"","chromosome_name","start_position","end_position","hgnc_symbol","Reporter.identifier","start","end","distance"
"1052","17",43131208,43131270,"NBR2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9800",43131239,43131272,33
"1053","1",153149582,153150890,"SPRR2G","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9802",153149621,153149680,1249
"1054","17",1517718,1562792,"PITPNA","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9806",1520368,1520427,45015
"1055","7",73154938,73207283,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9814",73207174,73207233,52286
"1056","9",8314246,10613002,"PTPRD","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9816",8315745,8315804,2298697
"1057","11",62593214,62601865,"MTA2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9822",62593342,62593401,8592
"1058","1",164555584,164899296,"PBX1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9823",164851739,164851798,343653
"1059","8",123219967,123241377,"C8orf76","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9844",123226498,123226549,21359
"1060","10",103608619,103610050,"SH3PXD2A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9848",103609470,103609529,1372
"1061","17",28755980,28855232,"FAM222B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9853",28756764,28756823,99193
"1062","9",129887187,130043189,"FNBP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9874",129887498,129887557,155943
"1063","5",80626226,80654983,"DHFR","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9882",80628657,80628716,28698
"1064","3",136835345,136862618,"NCK1-DT","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9887",136850322,136850381,27214
"1065","19",49719498,49720081,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9889",49719942,49720001,524
"1066","10",98383565,98415182,"PYROXD2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9893",98385038,98385068,31587
"1067","6",44246166,44253888,"HSP90AB1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.99",44249712,44249771,7663
"1068","X",119474802,119591083,"UBE2A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9900",119584157,119584216,116222
"1069","3",133573686,133590261,"CDV3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9934",133589499,133589558,16516
"1070","4",74114174,74303099,"MTHFD2L","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9938",74169404,74169463,188866
"1071","15",64094123,64146090,"SNX1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9939",64136336,64136395,51908
"1072","3",51395867,51500015,"DCAF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9948",51398773,51398827,104094
"1073","12",49976923,50033136,"RACGAP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9953",49989338,49989397,56154
"1074","9",14737152,14910995,"FREM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9960",14762952,14763011,173784
"1075","3",180868141,180982753,"FXR1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9990",180968076,180968135,114553
"1076","5",142108779,142154440,"NDFIP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.9991",142152549,142152608,45602
